,Product,Price,Links,Brand,Os,Ram,Memory
96,"Samsung Galaxy M14 4G (Arctic Blue,4GB,64GB) | 50MP Triple Cam | 5000mAh Battery | Snapdragon 680 Processor | 2 Gen. OS Upgrade & 4 Year Security Update | 8GB RAM with RAM Plus | Without Charger","8,697",https://www.amazon.in/Samsung-5000mAh-Snapdragon-Processor-Security/dp/B0CV78R7FL/ref=sr_1_38?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-38,Samsung,Android 13.0,4 GB,
97,"POCO M6 5G (Orion Blue, 6GB RAM, 128GB Storage)","9,999",https://www.amazon.in/POCO-Orion-Blue-128GB-Storage/dp/B0CQVRKCSY/ref=sr_1_39?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-39,POCO,"MIUI 14, Android 13.0",6 GB,
98,"Oneplus Nord CE4 (Dark Chrome, 8GB RAM, 256GB Storage)","26,999",https://www.amazon.in/Oneplus-Nord-Chrome-256GB-Storage/dp/B0CX5BZXLF/ref=sr_1_40?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-40,OnePlus,OxygenOS,8 GB,256 GB
99,"realme NARZO N61 (Voyage Blue,4GB RAM+64GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box","7,499",https://www.amazon.in/realme-Storage-Comfort-Resistance-48-Month/dp/B0D945V84N/ref=sr_1_41?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-41,realme,Android 14,,64 GB
100,"Nothing Phone (2a) 5G (Blue, 8GB RAM, 256GB Storage)","24,994",https://www.amazon.in/Nothing-Phone-Blue-256GB-Storage/dp/B0D3784ZQC/ref=sr_1_42?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-42,Nothing,Android 14,8 GB,
101,INFLUX Mobile Phone SE 32GB Gold Compatible with Apple iPhone (1 Year Seller Warranty),"11,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTkxOTQ5NjgzNzYyMDYxOjE3MjQzOTg0Njg6c3BfbXRmOjMwMDMwNzcyMTg0ODMzMjo6MDo6&url=%2FINFLUX-Mobile-Compatible-iPhone-Warranty%2Fdp%2FB0DC14919K%2Fref%3Dsr_1_43_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398468%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,INFLUX,iOS 9,,32 GB
102,INFLUX Mobile Phone SE 32GB Gold Compatible with Apple iPhone (1 Year Seller Warranty),"11,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTAzMjQzNDY2NjY2ODU2OjE3MjQzOTg1NTg6c3BfYnRmOjMwMDMwNzcyMTg0ODMzMjo6MDo6&url=%2FINFLUX-Mobile-Compatible-iPhone-Warranty%2Fdp%2FB0DC14919K%2Fref%3Dsr_1_342_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398558%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-342-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,INFLUX,iOS 9,,32 GB
103,Redmi 12 5G Jade Black 8GB RAM 256GB ROM,"13,999",https://www.amazon.in/Redmi-Jade-Black-8GB-256GB/dp/B0C9J97S7Q/ref=sr_1_20?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.9KCD_tQSlDNGjh-M4z_UEtUgXXUiF2yeF1cQ6UtUZ_jM6CL66ablidO_mB_1TDoeHPiQkQe_PFFVTXVpYbosoNlirlxrTlGfoJVGfDkrQgNfYCS1RCed5Ukk95VISXByn2bGPNbY_vVUaAnqAzDHVulwLGSizOO9fV77JgUHpv-kc1cllUFT-6k7h1Am0PpY7L__dIE06uvgcd9Mw86szSCRTDXDd8jPz-AdWA2xRFQ.HtUx9ApZtBR7zqRUsb5Mmfl2aj5Ik4qLVwMERIduMZ8&dib_tag=se&keywords=phones&qid=1724398463&sprefix=phone%2Caps%2C229&sr=8-20,Redmi,"MIUI 14, Android 13.0",8 GB,8 GB
104,Redmi 12 5G Jade Black 8GB RAM 256GB ROM,"13,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTkxOTQ5NjgzNzYyMDYxOjE3MjQzOTg0Njg6c3BfbXRmOjMwMDAyODA1ODgzNTUzMjo6MDo6&url=%2FRedmi-Jade-Black-8GB-256GB%2Fdp%2FB0C9J97S7Q%2Fref%3Dsr_1_44_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398468%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Redmi,"MIUI 14, Android 13.0",8 GB,8 GB
105,Redmi 12 5G Jade Black 8GB RAM 256GB ROM,"13,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMzQ5NzA4NzExODgxNDg4OjE3MjQzOTg1NzI6c3BfYXRmX25leHQ6MzAwMDI4MDU4ODM1NTMyOjowOjo&url=%2FRedmi-Jade-Black-8GB-256GB%2Fdp%2FB0C9J97S7Q%2Fref%3Dsr_1_433_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398572%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-433-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Redmi,"MIUI 14, Android 13.0",8 GB,8 GB
106,POCO M6 Pro 5G (128 GB) (6 GB RAM) (Power Black),"10,999",https://www.amazon.in/POCO-Power-Black-128GB-Storage/dp/B0CDRVG19T/ref=sr_1_45?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-45,POCO,ANDROID,6 GB,6 GB
107,"OPPO A3X 5G (Starry Purple, 4GB RAM, 128GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers","13,499",https://www.amazon.in/Storage-Refresh-SUPERVOOC-Additional-Exchange/dp/B0D9HMVKFG/ref=sr_1_46?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-46,Oppo,Android 14,,128 GB
108,"realme NARZO 70 5G (Forest Green,8GB RAM, 128GB Storage | Dimensity 7050 5G Chipset | 120Hz AMOLED Display | 50MP Primary Camera | 45W Charger in The Box","13,999",https://www.amazon.in/realme-Storage-Dimensity-Chipset-Display/dp/B0CZS6BMPB/ref=sr_1_47?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-47,realme,Android 14,8 GB,128 GB
109,"realme NARZO 70x 5G (Ice Blue, 6GB RAM,128GB Storage)|120Hz Ultra Smooth Display|Dimensity 6100+ 6nm 5G|50MP AI Camera|45W Charger in The Box","13,499",https://www.amazon.in/realme-Storage-Display-Dimensity-Charger/dp/B0CZS3B3PY/ref=sr_1_48?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-48,realme,Android 14,6 GB,128 GB
110,"Redmi 13C 5G (Starlight Black, 8GB RAM, 256GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","13,999",https://www.amazon.in/Redmi-Starlight-Storage-MediaTek-Dimensity/dp/B0CNX79YGX/ref=sr_1_49?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-49,Redmi,"MIUI 14, Android 13.0",8 GB,256 GB
111,"Motorola razr 40 (Sage Green, 8GB RAM, 256GB Storage) | External AMOLED Display | 6.9"" AMOLED 144Hz Display | 64MP Main Camera | Android 13","39,999",https://www.amazon.in/Motorola-Storage-External-Display-Android/dp/B0C7QGVVW4/ref=sr_1_50?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-50,Motorola,Android 13.0,8 GB,256 GB
112,"vivo Y18i (Gem Green, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers |Without Charger","7,999",https://www.amazon.in/Storage-Additional-Exchange-Without-Charger/dp/B07WHQ95CM/ref=sr_1_51?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-51,Vivo,Funtouch OS 14.0,,64 GB
113,"realme NARZO N61 (Voyage Blue,6GB RAM+128GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box","8,499",https://www.amazon.in/realme-Storage-Comfort-Resistance-48-Month/dp/B0D947DTLT/ref=sr_1_52?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE&dib_tag=se&keywords=phones&qid=1724398468&sprefix=phone%2Caps%2C229&sr=8-52,realme,Android 14,,128 GB
114,Apple iPhone 15 (128 GB) - Black,"70,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTkxOTQ5NjgzNzYyMDYxOjE3MjQzOTg0Njg6c3BfYnRmOjMwMDA1NzU5NDUzNzczMjo6MDo6&url=%2FApple-iPhone-15-128-GB%2Fdp%2FB0CHX1W1XY%2Fref%3Dsr_1_53_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398468%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Apple,iOS,,128 GB
115,Apple iPhone 15 (128 GB) - Black,"70,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5NzMzNDk2NzQ1OTk5NTk6MTcyNDM5ODU2MzpzcF9tdGY6MzAwMDU3NTk0NTM3NzMyOjowOjo&url=%2FApple-iPhone-15-128-GB%2Fdp%2FB0CHX1W1XY%2Fref%3Dsr_1_372_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398563%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-372-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Apple,iOS,,128 GB
116,INFLUX Mobile Phone SE 32GB Gold Compatible with i-Phone (1 Year Seller Warranty),"11,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTkxOTQ5NjgzNzYyMDYxOjE3MjQzOTg0Njg6c3BfYnRmOjMwMDMwNzcyMTg0ODczMjo6MDo6&url=%2FINFLUX-Mobile-Compatible-i-Phone-Warranty%2Fdp%2FB0DBZZHFC8%2Fref%3Dsr_1_54_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398468%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,INFLUX,iOS 9,,32 GB
117,INFLUX Mobile Phone SE 32GB Gold Compatible with i-Phone (1 Year Seller Warranty),"11,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTU4NjIxNDUyNDc4NjE4OjE3MjQzOTg1Njc6c3BfbXRmOjMwMDMwNzcyMTg0ODczMjo6MDo6&url=%2FINFLUX-Mobile-Compatible-i-Phone-Warranty%2Fdp%2FB0DBZZHFC8%2Fref%3Dsr_1_404_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398567%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-404-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,INFLUX,iOS 9,,32 GB
118,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JKpXabNQfSsrxG63FTNhPdIAAAGRfihVoAMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICDq5nEJ/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.3353ca56-2043-45f1-9c2e-99dccef31d9d%3Aamzn1.sym.3353ca56-2043-45f1-9c2e-99dccef31d9d&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=87988a7b-359f-4ac0-b0fc-3cadba1b656a&pd_rd_w=9OEeu&pd_rd_wg=umB23&pf_rd_p=3353ca56-2043-45f1-9c2e-99dccef31d9d&pf_rd_r=N74NNGY3ERJHZ7ADN5YB&qid=1724398458&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-1-f1821008-9dea-4812-b2b6-4a6e4a4f2d55,Spigen,,,
119,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JBi_IaH1MWyuY0sNvsSih1UAAAGRfih94gMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICBjVOl7/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=fb674f53-8dc1-43c9-96b4-7674e2445e59&pd_rd_w=K0PhU&pd_rd_wg=nUN5f&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=8A7E7Z4RWFKXPKV81B4Q&qid=1724398468&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-33-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
120,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JOsQmNXME8cg17AUc7fNGToAAAGRfiik0gMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICCRJAlZ/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=5b3938a3-3508-4aae-8c5d-19d95a9d05a4&pd_rd_w=ckWiA&pd_rd_wg=FMb87&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=ZEMXH66FPNAD69ABGRFB&qid=1724398478&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-65-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
121,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JMDAYxpZ5K71w-bpoSS40V0AAAGRfilH9QMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBDWJPD/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=524e46f2-fee5-4bf3-8b39-4236ea0e0bfb&pd_rd_w=m5HPi&pd_rd_wg=jSknR&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=7G3Q60N1QS6HS8S3SG41&qid=1724398520&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-193-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
